Time Stamp,RT Prices,DA Prices,Load Realized,Load Forecast,Capacity,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,Load-Capacity Ratio,HDD,CDD,Price Error,Load Error
2020-01-01 00:00:00,20.758181818181818,20.72,1999.2416666666668,2012.0,2160.0,3.6475,84.0,0.0,7.145796,220.91429,0.9314814814814815,14.652499961853028,0.0,4.218181818181819,103.24166666666679
2020-01-01 01:00:00,19.51666666666667,16.54,1902.0583333333334,1896.0,2155.0,3.2975001,85.0,0.0,5.937272,194.03627,0.8798143851508121,15.002499866485596,0.0,4.306666666666668,104.0583333333334
2020-01-01 02:00:00,17.534166666666668,15.21,1824.2666666666667,1798.0,2155.0,2.9975002,83.0,0.0,6.130579,176.6336,0.834338747099768,15.30249981880188,0.0,3.094166666666668,87.26666666666665
2020-01-01 03:00:00,16.46166666666667,14.44,1769.1916666666666,1737.0,2135.0,4.2475,88.0,0.0,13.783817,220.76352,0.8135831381733021,14.05250005722046,0.0,1.8016666666666694,48.191666666666606
2020-01-01 04:00:00,19.843333333333334,14.66,1759.75,1721.0,2125.0,4.6475,80.0,0.0,14.118243,250.64091,0.8098823529411765,13.652499961853028,0.0,4.1033333333333335,11.75
2020-01-01 05:00:00,18.0725,15.74,1776.7416666666668,1748.0,2125.0,4.1974998,75.0,0.0,16.071491,254.40712,0.8225882352941176,14.102500247955323,0.0,1.0225000000000009,-18.258333333333212
2020-01-01 06:00:00,17.239166666666666,17.05,1821.3,1795.0,2125.0,3.2475002,75.0,0.0,14.264361,259.82455,0.8447058823529412,15.05249981880188,0.0,0.11916666666666487,35.299999999999955
2020-01-01 07:00:00,13.913333333333334,17.12,1842.7166666666665,1786.0,2211.25,2.6975,71.0,0.0,14.345898,252.47433,0.807687959299039,15.602500009536744,0.0,-4.416666666666664,65.71666666666647
2020-01-01 08:00:00,15.31,18.33,1861.7583333333332,1777.0,2240.0,2.1975,72.0,0.0,15.281989,254.98158,0.7933035714285714,16.102500009536744,0.0,-4.369999999999999,94.75833333333321
2020-01-01 09:00:00,16.0275,19.68,1903.0249999999999,1767.0,2240.0,1.5475,74.0,0.0,13.009903,255.5792,0.7888392857142857,16.752499985694886,0.0,-4.522500000000001,122.02499999999986
2020-01-01 10:00:00,16.888333333333332,20.55,1875.3166666666666,1781.0,2240.0,1.4975,73.0,0.0,14.685176,258.6901,0.7950892857142857,16.80250005722046,0.0,-3.481666666666669,61.316666666666606
2020-01-01 11:00:00,18.276666666666667,20.37,1929.5,1814.0,2240.0,1.3974999,72.0,0.0,16.24394,257.19574,0.8098214285714286,16.902500081062318,0.0,-2.263333333333332,55.5
2020-01-01 12:00:00,22.076666666666668,20.54,2104.0750000000003,1874.0,2250.0,1.1975,72.0,0.0,14.917212,250.25307,0.8328888888888889,17.102500009536744,0.0,1.7966666666666669,186.07500000000027
2020-01-01 13:00:00,23.6525,20.28,2167.7166666666667,1918.0,2270.0,1.1975,74.0,0.0,13.905509,248.74942,0.8449339207048459,17.102500009536744,0.0,2.7225,193.7166666666667
2020-01-01 14:00:00,25.715,20.93,2241.733333333333,1974.0,2270.0,2.2975001,71.0,0.0,18.11841,249.04414,0.8696035242290749,16.002499866485596,0.0,3.875,179.73333333333312
2020-01-01 15:00:00,28.045,21.84,2291.7166666666667,2062.0,2270.0,3.0975,67.0,0.0,21.218632,255.2564,0.9083700440528635,15.202499914169312,0.0,2.5450000000000017,12.716666666666697
